Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	C_1 Spectral Count	C_10 Spectral Count	C_11 Spectral Count	C_12 Spectral Count	C_13 Spectral Count	C_14 Spectral Count	C_15 Spectral Count	C_16 Spectral Count	C_17 Spectral Count	C_18 Spectral Count	C_19 Spectral Count	C_2 Spectral Count	C_3 Spectral Count	C_4 Spectral Count	C_5 Spectral Count	C_6 Spectral Count	C_7 Spectral Count	C_8 Spectral Count	C_9 Spectral Count	HCC_1 Spectral Count	HCC_10 Spectral Count	HCC_11 Spectral Count	HCC_12 Spectral Count	HCC_13 Spectral Count	HCC_14 Spectral Count	HCC_15 Spectral Count	HCC_16 Spectral Count	HCC_17 Spectral Count	HCC_18 Spectral Count	HCC_19 Spectral Count	HCC_2 Spectral Count	HCC_3 Spectral Count	HCC_4 Spectral Count	HCC_5 Spectral Count	HCC_6 Spectral Count	HCC_7 Spectral Count	HCC_8 Spectral Count	HCC_9 Spectral Count	C_1 Unique Spectral Count	C_10 Unique Spectral Count	C_11 Unique Spectral Count	C_12 Unique Spectral Count	C_13 Unique Spectral Count	C_14 Unique Spectral Count	C_15 Unique Spectral Count	C_16 Unique Spectral Count	C_17 Unique Spectral Count	C_18 Unique Spectral Count	C_19 Unique Spectral Count	C_2 Unique Spectral Count	C_3 Unique Spectral Count	C_4 Unique Spectral Count	C_5 Unique Spectral Count	C_6 Unique Spectral Count	C_7 Unique Spectral Count	C_8 Unique Spectral Count	C_9 Unique Spectral Count	HCC_1 Unique Spectral Count	HCC_10 Unique Spectral Count	HCC_11 Unique Spectral Count	HCC_12 Unique Spectral Count	HCC_13 Unique Spectral Count	HCC_14 Unique Spectral Count	HCC_15 Unique Spectral Count	HCC_16 Unique Spectral Count	HCC_17 Unique Spectral Count	HCC_18 Unique Spectral Count	HCC_19 Unique Spectral Count	HCC_2 Unique Spectral Count	HCC_3 Unique Spectral Count	HCC_4 Unique Spectral Count	HCC_5 Unique Spectral Count	HCC_6 Unique Spectral Count	HCC_7 Unique Spectral Count	HCC_8 Unique Spectral Count	HCC_9 Unique Spectral Count	C_1 Total Spectral Count	C_10 Total Spectral Count	C_11 Total Spectral Count	C_12 Total Spectral Count	C_13 Total Spectral Count	C_14 Total Spectral Count	C_15 Total Spectral Count	C_16 Total Spectral Count	C_17 Total Spectral Count	C_18 Total Spectral Count	C_19 Total Spectral Count	C_2 Total Spectral Count	C_3 Total Spectral Count	C_4 Total Spectral Count	C_5 Total Spectral Count	C_6 Total Spectral Count	C_7 Total Spectral Count	C_8 Total Spectral Count	C_9 Total Spectral Count	HCC_1 Total Spectral Count	HCC_10 Total Spectral Count	HCC_11 Total Spectral Count	HCC_12 Total Spectral Count	HCC_13 Total Spectral Count	HCC_14 Total Spectral Count	HCC_15 Total Spectral Count	HCC_16 Total Spectral Count	HCC_17 Total Spectral Count	HCC_18 Total Spectral Count	HCC_19 Total Spectral Count	HCC_2 Total Spectral Count	HCC_3 Total Spectral Count	HCC_4 Total Spectral Count	HCC_5 Total Spectral Count	HCC_6 Total Spectral Count	HCC_7 Total Spectral Count	HCC_8 Total Spectral Count	HCC_9 Total Spectral Count	C_1 Intensity	C_10 Intensity	C_11 Intensity	C_12 Intensity	C_13 Intensity	C_14 Intensity	C_15 Intensity	C_16 Intensity	C_17 Intensity	C_18 Intensity	C_19 Intensity	C_2 Intensity	C_3 Intensity	C_4 Intensity	C_5 Intensity	C_6 Intensity	C_7 Intensity	C_8 Intensity	C_9 Intensity	HCC_1 Intensity	HCC_10 Intensity	HCC_11 Intensity	HCC_12 Intensity	HCC_13 Intensity	HCC_14 Intensity	HCC_15 Intensity	HCC_16 Intensity	HCC_17 Intensity	HCC_18 Intensity	HCC_19 Intensity	HCC_2 Intensity	HCC_3 Intensity	HCC_4 Intensity	HCC_5 Intensity	HCC_6 Intensity	HCC_7 Intensity	HCC_8 Intensity	HCC_9 Intensity	Indistinguishable Proteins
sp|A0A0B4J1V0|HV315_HUMAN	A0A0B4J1V0	HV315_HUMAN	IGHV3-15	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-15	0.7193	0.9958	1	28	0	28	1	1	1	0	2	2	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	2	0	0	0	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	0.0	446074.8	229239.95	103725.78	268119.44	129639.555	0.0	209241.16	212632.39	50176.11	0.0	0.0	271141.2	214446.08	98124.06	0.0	0.0	205861.16	0.0	0.0	199833.73	224060.72	0.0	598291.56	231977.34	63075.965	76772.625	585417.4	292237.2	137204.36	0.0	597155.75	763425.75	415095.88	392933.2	69111.43	485931.06	176625.23	sp|A0A0B4J1V6|HV373_HUMAN, sp|A0A0B4J1Y9|HV372_HUMAN
sp|A0A0B4J1X5|HV374_HUMAN	A0A0B4J1X5	HV374_HUMAN	IGHV3-74	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 3-74	0.9996	0.999	1	11	0	11	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	2	0	2	0	0	0	0	0	0	1	0	343598.06	1141206.5	357764.9	323565.62	841926.6	558409.7	301104.4	448038.78	501548.53	57799.926	616461.0	182496.81	317485.56	163728.39	0.0	0.0	163186.36	844775.2	81612.78	832977.2	439303.88	1114947.5	0.0	1538738.8	141230.27	629206.1	534576.3	2933148.8	275794.6	3312992.0	0.0	2158456.0	2201909.8	0.0	936170.5	595533.7	803308.0	383695.2	sp|A0A0C4DH42|HV366_HUMAN, sp|P01764|HV323_HUMAN, sp|P01767|HV353_HUMAN, sp|P01768|HV330_HUMAN, sp|P01772|HV333_HUMAN, sp|P0DP02|HVC33_HUMAN, sp|P0DP03|HVC05_HUMAN
sp|A0A0C4DH25|KVD20_HUMAN	A0A0C4DH25	KVD20_HUMAN	IGKV3D-20	116	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 3D-20	0.979	0.999	3	1	1	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	2	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	560943.2	0.0	286577.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A0C4DH38|HV551_HUMAN	A0A0C4DH38	HV551_HUMAN	IGHV5-51	117	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 5-51	1.0	0.999	3	19	16	19	0	0	0	1	1	1	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	3	0	3	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	2	0	2	0	0	0	0	0	1	1	0	0	0	0	1	1	1	0	0	1	0	2	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	1	3	0	3	0	0	0	0	0	1	1	0	0.0	0.0	202039.52	522965.2	1292426.5	1051643.1	0.0	306234.28	994635.9	166237.89	2309372.2	0.0	0.0	23297.973	0.0	0.0	428502.16	964447.25	0.0	125029.125	0.0	448456.94	0.0	1617525.0	0.0	48484.7	393274.03	3418526.8	677629.25	3821901.0	0.0	196081.72	700464.56	527881.6	0.0	1097704.2	963955.4	32617.16	
sp|A0A0C4DH43|HV70D_HUMAN	A0A0C4DH43	HV70D_HUMAN	IGHV2-70D	119	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin heavy variable 2-70D	0.7738	0.9968	1	4	4	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	61587.72	270611.8	0.0	0.0	0.0	134431.44	44556.324	0.0	33425.477	28704.047	53459.023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	566098.8	0.0	0.0	0.0	347979.34	142988.31	123473.516	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A2R8Y4L2|RA1L3_HUMAN	A0A2R8Y4L2	RA1L3_HUMAN	HNRNPA1L3	320	Homo sapiens	1:Experimental evidence at protein level	Heterogeneous nuclear ribonucleoprotein A1-like 3	0.9997	0.9982	15	2	2	540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	12	10	9	11	16	13	9	7	8	15	10	5	10	12	15	8	15	14	21	29	23	20	15	12	19	10	18	16	16	14	17	18	7	14	23	17	17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0A494C1R9|TSPY9_HUMAN	A0A494C1R9	TSPY9_HUMAN	TSPY9	314	Homo sapiens	3:Protein inferred from homology	Testis-specific Y-encoded protein 9	1.0	0.9987	3	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1026328.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|A6NKD2|TSPY2_HUMAN, sp|P0CV98|TSPY3_HUMAN, sp|P0CV99|TSPY4_HUMAN, sp|P0CW00|TSPY8_HUMAN, sp|P0CW01|TSPYA_HUMAN, sp|Q01534|TSPY1_HUMAN
sp|A0AV96|RBM47_HUMAN	A0AV96	RBM47_HUMAN	RBM47	593	Homo sapiens	1:Experimental evidence at protein level	RNA-binding protein 47	0.9953	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	203558.33	0.0	0.0	0.0	0.0	0.0	163243.89	0.0	0.0	247601.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A0AVT1|UBA6_HUMAN	A0AVT1	UBA6_HUMAN	UBA6	1052	Homo sapiens	1:Experimental evidence at protein level	Ubiquitin-like modifier-activating enzyme 6	1.0	0.999	11	36	36	36	1	0	1	0	1	1	1	0	0	0	1	1	0	2	0	1	1	1	0	2	0	5	0	3	1	0	0	0	0	8	1	0	2	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	2	0	1	1	1	0	2	0	5	0	3	1	0	0	0	0	8	1	0	2	0	1	1	0	0	1	0	1	0	1	1	1	0	0	0	1	1	0	2	0	1	1	1	0	2	0	5	0	3	1	0	0	0	0	8	1	0	2	0	1	1	0	0	61465.07	123597.88	77040.484	77063.51	128609.74	181565.64	88855.086	0.0	0.0	0.0	71903.26	156490.97	26983.23	59919.81	34092.97	86012.73	78143.15	58814.59	30639.154	534291.7	205053.7	2257453.5	66832.555	666796.1	107162.85	198332.58	51796.953	77178.64	0.0	3244321.8	104647.96	1531062.8	1567399.5	0.0	305453.25	387941.97	68641.33	102711.266	
sp|A0FGR8|ESYT2_HUMAN	A0FGR8	ESYT2_HUMAN	ESYT2	921	Homo sapiens	1:Experimental evidence at protein level	Extended synaptotagmin-2	1.0	0.999	4	8	8	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	179891.33	129219.38	0.0	0.0	0.0	0.0	65701.8	0.0	123200.05	0.0	985213.4	0.0	653218.06	0.0	0.0	0.0	0.0	0.0	235227.05	
sp|A0MZ66|SHOT1_HUMAN	A0MZ66	SHOT1_HUMAN	SHTN1	631	Homo sapiens	1:Experimental evidence at protein level	Shootin-1	1.0	0.999	14	60	60	60	1	0	0	0	0	1	0	1	1	2	0	0	1	2	0	1	0	2	0	0	0	1	0	0	5	6	7	0	6	0	0	2	6	1	0	1	8	5	1	0	0	0	0	1	0	1	1	2	0	0	1	2	0	1	0	2	0	0	0	1	0	0	5	6	7	0	6	0	0	2	6	1	0	1	8	5	1	0	0	0	0	1	0	1	1	2	0	0	1	2	0	1	0	2	0	0	0	1	0	0	5	6	7	0	6	0	0	2	6	1	0	1	8	5	194085.88	1426900.5	460640.8	376153.28	286549.1	6511408.0	0.0	901330.06	862878.75	331651.97	95884.984	577922.25	202642.64	352501.25	194349.23	0.0	0.0	176195.73	181416.6	6391783.0	1362333.2	2.3185022E7	2342499.2	1.4183402E7	1.12957E7	5760791.0	3302223.0	3758923.2	3350177.0	307870.3	6036002.5	1.1402755E7	6549787.5	1448835.6	8872463.0	2847545.2	7042482.0	8325296.0	
sp|A1L0T0|HACL2_HUMAN	A1L0T0	HACL2_HUMAN	HACL2	632	Homo sapiens	1:Experimental evidence at protein level	2-hydroxyacyl-CoA lyase 2	1.0	0.999	10	101	101	101	1	0	5	2	4	4	5	0	6	1	3	4	5	3	0	0	5	0	0	7	0	7	0	0	1	4	1	1	2	2	3	10	3	3	2	4	3	0	1	0	5	2	4	4	5	0	6	1	3	4	5	3	0	0	5	0	0	7	0	7	0	0	1	4	1	1	2	2	3	10	3	3	2	4	3	0	1	0	5	2	4	4	5	0	6	1	3	4	5	3	0	0	5	0	0	7	0	7	0	0	1	4	1	1	2	2	3	10	3	3	2	4	3	0	1400462.6	4554891.0	3292709.8	4590865.0	2003725.2	3394262.2	3124469.2	731431.94	4654234.0	877996.25	3055242.0	5194146.5	2058641.5	540674.2	61157.465	0.0	2118990.5	272043.84	831685.8	5253109.0	168359.73	4676585.5	2477591.2	330057.7	1306760.2	1188649.9	144283.67	289502.53	633358.2	998316.5	2962010.8	2.1838036E7	9644845.0	1266608.4	2586290.8	2827721.0	1604249.9	772907.75	
sp|A1X283|SPD2B_HUMAN	A1X283	SPD2B_HUMAN	SH3PXD2B	911	Homo sapiens	1:Experimental evidence at protein level	SH3 and PX domain-containing protein 2B	0.9986	0.999	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	288003.44	333312.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	498766.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A2RRP1|NBAS_HUMAN	A2RRP1	NBAS_HUMAN	NBAS	2371	Homo sapiens	1:Experimental evidence at protein level	NBAS subunit of NRZ tethering complex	1.0	0.9976	5	5	5	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0.0	1564487.1	0.0	0.0	0.0	0.0	0.0	0.0	1865219.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	287427.53	0.0	0.0	0.0	1200439.1	0.0	135287.98	0.0	273558.78	0.0	0.0	1048478.75	769878.25	2562590.0	0.0	0.0	418923.97	0.0	0.0	
sp|A2RTX5|SYTC2_HUMAN	A2RTX5	SYTC2_HUMAN	TARS3	802	Homo sapiens	1:Experimental evidence at protein level	Threonine--tRNA ligase 2, cytoplasmic	0.9976	0.999	5	2	2	19	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	1	0	1	0	0	1	0	0	2	0	0	0	2	1	1	0	0	0	0	2	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	68999.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A2VDF0|FUCM_HUMAN	A2VDF0	FUCM_HUMAN	FUOM	154	Homo sapiens	1:Experimental evidence at protein level	Fucose mutarotase	1.0	0.999	7	107	107	107	8	3	3	3	4	3	3	3	3	2	2	4	3	5	5	4	2	4	4	0	1	1	0	1	3	4	2	1	3	0	5	2	4	3	1	0	3	5	8	3	3	3	4	3	3	3	3	2	2	4	3	5	5	4	2	4	4	0	1	1	0	1	3	4	2	1	3	0	5	2	4	3	1	0	3	5	8	3	3	3	4	3	3	3	3	2	2	4	3	5	5	4	2	4	4	0	1	1	0	1	3	4	2	1	3	0	5	2	4	3	1	0	3	5	1.0825711E7	1.0386631E7	3510104.8	3072227.5	4366794.0	2805426.2	2286789.2	3295642.0	3734665.2	2001295.9	1688973.9	8480335.0	2783905.2	1059499.1	3846670.8	5469044.0	731381.75	4921159.0	6772544.5	0.0	129187.2	509430.7	104699.66	571899.0	2198478.0	2077235.6	642747.56	85143.016	1512093.9	0.0	8574982.0	1218575.0	4913119.5	3305765.0	0.0	33134.324	2910413.2	5805538.0	
sp|A3KMH1|VWA8_HUMAN	A3KMH1	VWA8_HUMAN	VWA8	1905	Homo sapiens	1:Experimental evidence at protein level	von Willebrand factor A domain-containing protein 8	1.0	0.999	26	155	155	155	2	3	10	4	3	3	3	1	9	7	7	5	3	10	1	0	3	3	0	5	2	1	2	1	3	5	4	3	15	3	4	1	1	5	6	7	10	0	2	3	10	4	3	3	3	1	9	7	7	5	3	10	1	0	3	3	0	5	2	1	2	1	3	5	4	3	15	3	4	1	1	5	6	7	10	0	2	3	10	4	3	3	3	1	9	7	7	5	3	10	1	0	3	3	0	5	2	1	2	1	3	5	4	3	15	3	4	1	1	5	6	7	10	0	1886993.9	6117653.0	3447653.8	3298189.2	2232312.0	4194801.5	1593836.8	1190004.0	6568052.0	3466154.0	3382572.2	3295173.5	1368204.0	2620203.8	799968.56	121186.47	1605226.0	1498090.0	803184.1	5188442.5	1583919.5	3683827.2	1519476.4	3725213.8	3988682.0	1627300.6	688335.6	2561111.8	8431103.0	5186350.5	6949773.0	3746893.0	1.0659565E7	5279686.5	4136189.5	6120091.0	5539330.0	782649.8	
sp|A5YKK6|CNOT1_HUMAN	A5YKK6	CNOT1_HUMAN	CNOT1	2376	Homo sapiens	1:Experimental evidence at protein level	CCR4-NOT transcription complex subunit 1	1.0	0.999	7	8	8	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	88064.67	1237648.5	0.0	0.0	0.0	0.0	185667.95	0.0	201934.03	0.0	253857.06	0.0	5152428.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|A6NCC3|GOG8O_HUMAN	A6NCC3	GOG8O_HUMAN	GOLGA8O	632	Homo sapiens	1:Experimental evidence at protein level	Golgin subfamily A member 8O	1.0	0.999	5	5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	594247.5	0.0	0.0	0.0	0.0	0.0	1430517.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|F8WBI6|GOG8N_HUMAN, sp|H3BV12|GOG8Q_HUMAN, sp|I6L899|GOG8R_HUMAN
sp|A6NCS6|CB072_HUMAN	A6NCS6	CB072_HUMAN	C2orf72	295	Homo sapiens	1:Experimental evidence at protein level	Uncharacterized protein C2orf72	1.0	0.999	3	7	7	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0.0	768844.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	173831.97	0.0	553127.3	77030.38	497985.8	0.0	248164.05	0.0	73953.1	0.0	0.0	368321.28	4672486.0	0.0	0.0	0.0	0.0	0.0	236840.38	
sp|A6ND91|ASPDH_HUMAN	A6ND91	ASPDH_HUMAN	ASPDH	283	Homo sapiens	1:Experimental evidence at protein level	Aspartate dehydrogenase domain-containing protein	1.0	0.999	8	162	162	162	9	4	4	10	5	4	8	11	6	5	4	9	5	5	9	8	5	9	11	0	0	0	0	0	5	0	0	0	0	0	4	0	5	8	0	0	5	4	9	4	4	10	5	4	8	11	6	5	4	9	5	5	9	8	5	9	11	0	0	0	0	0	5	0	0	0	0	0	4	0	5	8	0	0	5	4	9	4	4	10	5	4	8	11	6	5	4	9	5	5	9	8	5	9	11	0	0	0	0	0	5	0	0	0	0	0	4	0	5	8	0	0	5	4	1.0026758E7	6412781.0	3451645.5	8215293.0	4791718.0	3981468.0	4295192.0	1.2795451E7	5697938.0	3386064.8	4606180.0	6588467.5	2626681.8	2749108.0	6560093.5	5264407.0	3374060.5	5789471.5	9334035.0	1372853.2	0.0	445510.38	0.0	236377.66	4261002.0	239058.78	29855.07	116400.14	698905.0	0.0	7516062.5	73808.75	7928048.0	8004662.5	0.0	0.0	5030428.5	1875261.5	
sp|A6NDB9|PALM3_HUMAN	A6NDB9	PALM3_HUMAN	PALM3	673	Homo sapiens	1:Experimental evidence at protein level	Paralemmin-3	1.0	0.999	6	51	51	51	1	2	1	4	3	1	3	2	1	1	2	5	3	2	0	2	3	2	1	1	5	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	2	0	1	2	1	4	3	1	3	2	1	1	2	5	3	2	0	2	3	2	1	1	5	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	2	0	1	2	1	4	3	1	3	2	1	1	2	5	3	2	0	2	3	2	1	1	5	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	2	0	92108.59	2229979.5	1201668.9	1492197.2	1331755.4	0.0	355570.0	454779.8	1003552.7	428218.16	815419.94	1307236.9	580150.56	547674.9	0.0	169001.34	485208.44	140431.78	217163.44	953275.56	2356801.8	110077.56	0.0	0.0	0.0	0.0	121500.69	157080.83	324978.66	0.0	0.0	900082.75	1379847.9	0.0	0.0	0.0	547392.94	448156.34	
