Protein,Gene,Protein Length,Organism,Description,C_1 ,C_10 ,C_11 ,C_12 ,C_13 ,C_14 ,C_15 ,C_16 ,C_17 ,C_18 ,C_19 ,C_2 ,C_3 ,C_4 ,C_5 ,C_6 ,C_7 ,C_8 ,C_9 ,HCC_1 ,HCC_10 ,HCC_11 ,HCC_12 ,HCC_13 ,HCC_14 ,HCC_15 ,HCC_16 ,HCC_17 ,HCC_18 ,HCC_19 ,HCC_2 ,HCC_3 ,HCC_4 ,HCC_5 ,HCC_6 ,HCC_7 ,HCC_8 ,HCC_9 
Q9UPN4,CEP131,1083,Homo sapiens,Centrosomal protein of 131 kDa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,808885.4,0,0,0,0,0,0,0,0,13573.957,0,0,0,0,0,0,0,0,0,0,0,182359.92
Q9UPN7,PPP6R1,881,Homo sapiens,Serine/threonine-protein phosphatase 6 regulatory subunit 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9UPQ9,TNRC6B,1833,Homo sapiens,Trinucleotide repeat-containing gene 6B protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,328601.78,0,0,0,0,0,0
Q9UPT5,EXOC7,735,Homo sapiens,Exocyst complex component 7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403528.94,0,0,0,0,0,0,0,424665.22,0,0,961326.56,0,0,0,0,0
Q9UPT8,ZC3H4,1303,Homo sapiens,Zinc finger CCCH domain-containing protein 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294314.38,0,0,0,0,0,0
Q9UQ35,SRRM2,2752,Homo sapiens,Serine/arginine repetitive matrix protein 2,0,0,0,0,0,257098.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373768.4,2148822.2,345996.12,93399.1,193178.22,182052.78,54896.965,610076.4,303955.75,419758,0,8119634,0,130487.8,101249.43,448325.56,99883.5,122973.45
Q9UQ80,PA2G4,394,Homo sapiens,Proliferation-associated protein 2G4,8759689,1.1071443E7,4475720,3522723.2,6938388,9218216,2668706.5,8568240,6658654,3469026.8,6587928.5,7219601,3114203,2676501.8,4757410.5,5901296.5,3696825.2,1.0541875E7,4297929.5,1.6832678E7,1.6982622E7,6783694,1.1515351E7,8520095,7713158.5,7141860,5389132.5,5648154.5,1.0482992E7,1.1327902E7,1.680606E7,3.4335896E7,2.1217056E7,6427064.5,6885727.5,1.3574181E7,1.0902563E7,7452245.5
Q9UQ90,SPG7,795,Homo sapiens,Mitochondrial inner membrane m-AAA protease component paraplegin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,356477.44,148293.33,0,381340.9,0,0,0,0,0,0,0,0,0,0,0,245737.78,0,328570.7,0
Q9UQB8,BAIAP2,552,Homo sapiens,BAR/IMD domain-containing adapter protein 2,277916.16,870641.25,183164.69,480714.8,646841.9,0,0,504077.88,361488.4,832440,191134,0,0,0,49275.523,196209.97,0,220342.9,343575.34,218587.89,0,0,0,355743.4,0,0,0,232356.12,723219,379754.53,0,3966413,1291916.6,1446492.8,0,746570.94,0,0
Q9UQE7,SMC3,1217,Homo sapiens,Structural maintenance of chromosomes protein 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1123012,183579.12,0,113408.69,0,0,77752.945,0,0,373628.34,0,2141180.2,1275208.2,0,0,308339.5,0,0
Q9Y223,GNE,722,Homo sapiens,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,284662.4,777081.56,72558.84,302234.5,0,396557.94,213779.28,336825.44,412004.22,234995.1,298252.2,429515.8,0,129516.984,48997.168,22904.465,108527.26,238157.34,0,0,0,139148.05,31997.791,0,561252.44,191237,0,0,341676.56,0,578866.4,1636948,266676.8,0,0,0,193589.61,20179.791
Q9Y224,RTRAF,244,Homo sapiens,tRNA-splicing ligase complex subunit RTRAF,1287739,2714689.8,818544.94,866754.25,620638.4,587830.7,276590.6,1458956,755234.94,792742.6,566307.9,526492,361590.47,379094.62,586065.06,933844.75,555097.1,1142788.4,1009540.56,2776523.5,3211412.8,1611967.8,1129302.1,1824003.1,997283.25,786804.2,359428.4,1487555,1368363.1,1794602.2,922551,5648363,3058493.5,1311447,1663975,974191.94,1181171,798165.25
Q9Y230,RUVBL2,463,Homo sapiens,RuvB-like 2,3020360.2,1732266.1,908653.94,366983.84,683722,1710331.4,477576.12,849124.4,1791187.2,474193.06,1499571.1,1182228.1,392285.28,222757.03,790501.4,1950272.8,687453.7,2246619.8,1268772.8,6863339,9624656,1.1827557E7,2860966,3084965.8,2390059,2568639.5,2983109.2,2938403.2,3021890.5,8522549,2916893.2,1.3237678E7,4911684,956324.25,2673010.5,3907101.8,3244143.8,2227327.5
Q9Y237,PIN4,131,Homo sapiens,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4,135485.72,165832.33,0,0,0,0,108030.68,493897.72,0,0,0,0,0,0,161520.53,286678.97,311688.88,561275.75,439884.3,286125.06,308642.2,2076530.4,318352,141763.42,0,277937.56,143520.25,0,975614.8,224241.77,0,0,1364565.2,0,0,1166179.2,0,136929.6
Q9Y240,CLEC11A,323,Homo sapiens,C-type lectin domain family 11 member A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2193890.2,0,0,0,0,0,0,849863,0,0,0
Q9Y241,HIGD1A,93,Homo sapiens,"HIG1 domain family member 1A, mitochondrial",1111510.8,2921627.5,1709866,1715539.9,3168121.5,1633765.9,904229.06,1614924.6,2231523.2,1806081.4,1780884.2,3275370,1863077.8,1428746.9,18164.014,758753.75,1921516,1030474.5,727823.7,1867293.4,0,3607372.2,4108375.2,2110986,2564115.5,1186170.1,1897015.2,1214396.8,5197091,1519790,2668543.8,7960619.5,1204905,3057121.2,9629904,4787659.5,4901452.5,7108943.5
Q9Y262,EIF3L,564,Homo sapiens,Eukaryotic translation initiation factor 3 subunit L,105972.08,3707952.2,1320955.9,1903125.6,1843261.8,2388748.5,1130812.4,135606.92,1223053,972340.25,1750822.4,2584928,1136518,888518.4,0,0,1151555.5,0,0,5064341.5,7774568.5,4035829.2,3505366.2,3469355.2,3058469.2,2357115,1290886.4,1647558.6,2512373.5,4838470,5530943.5,2.4608684E7,4254809,2061025,2755178.2,4330333,3133866.5,3097908
Q9Y263,PLAA,795,Homo sapiens,Phospholipase A-2-activating protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830350.6,650365,0,0,471235.34,0,0,0,0,0,434299.3,0,2764793.5,510670.8,0,119599.32,616804.06,0,0
Q9Y265,RUVBL1,456,Homo sapiens,RuvB-like 1,4570383,4016085,1813464.5,1411480,2607954.8,3943220.5,1059622.6,2205164.2,1336937.1,993343.44,3374256,3098208.5,938892.4,1387524.9,1750276.5,1402342.9,2580562.2,3475629.2,971855.2,1.3370178E7,1.1556871E7,1.2380209E7,6198036.5,1.04774E7,4457709,5407498.5,3196178,5506590,3387840,1.1515765E7,7782635,2.1363386E7,7529955,2503493.5,6765093.5,6627536,8706038,3593336.5
Q9Y266,NUDC,331,Homo sapiens,Nuclear migration protein nudC,2404269.8,1215450.1,283893.53,121284.9,961956.7,1165726.5,173851.83,669423.06,691168.8,342293.75,785567.3,908390.5,0,176028.67,839044.94,1836881,995824.3,1378672.2,790825.6,2010528.2,1628185.1,1519001,1606161.6,470007.66,642796.6,1416158.8,506524.16,825748.2,756748,4335969,3054425.2,2105382.5,3323800,908717.75,1410745.8,4710770,1829732.5,1562037
Q9Y276,BCS1L,419,Homo sapiens,Mitochondrial chaperone BCS1,612676.9,861188.2,222253.03,413161.16,387770.9,891204.4,217491.05,249994.67,385599.22,191331.5,405251.06,771682.5,81506.984,198101.94,206113.03,388026.75,588280.94,339944.88,294969.78,558965.56,250226.16,0,801069.3,1770213.6,390170.84,388758.88,886645.44,78547.01,342610,373215.12,2795584,691652.9,834334.2,538656.5,468488.9,3075550.8,1149090,614006.4
Q9Y277,VDAC3,283,Homo sapiens,Non-selective voltage-gated ion channel VDAC3,1.6716619E7,1.8974518E7,1.0369408E7,1.0086639E7,1.6020542E7,1.5022013E7,6623068,1.0734246E7,1.3884294E7,7183136.5,1.1983089E7,1.5689757E7,8899184,4343344,8187315,9892292,1.0355103E7,1.2399061E7,6818882.5,3.8882316E7,1.6927704E7,1.682226E7,9800000,8486375,1.105305E7,4687586,1.7352004E7,1.1340774E7,6385579.5,2.1561074E7,1.6685179E7,1.9774208E7,3.086582E7,4965161,1.8244174E7,2.9507258E7,9871822,7385905
Q9Y281,CFL2,166,Homo sapiens,Cofilin-2,1.861202E7,1.6546783E7,6049811.5,9402032,6271346,9183789,3547037.8,8970059,5720801,3760809.2,7360216,1.1841924E7,6011814.5,1531135.9,6913266,1.2103766E7,8644017,1.5555005E7,7947060.5,765139,322909.12,5829553.5,3729884.5,4372604.5,8521102,2868572,3534971,2034640.4,4231564,7663090.5,6771607,6306699,1.2365178E7,5760968.5,2981287.2,4815737,6377145.5,3936226.8
Q9Y285,FARSA,508,Homo sapiens,Phenylalanine--tRNA ligase alpha subunit,1515353.5,3928189.8,1322200.4,1648277.5,873816.7,295712.25,376518.12,230310.16,1139465,841172.9,334121.44,871427.2,0,81664.4,860863.56,1289000.6,95661.2,2384224.5,2284845.5,1082656.5,1214110.5,3577639.5,2285964.8,6212098.5,1404564.8,1324552.8,381459.75,715744.1,1309190.4,1233781.9,1604764.5,7011972.5,8892428,1764208.5,1045818.8,4321439.5,974603.75,1779819.2
Q9Y287,ITM2B,266,Homo sapiens,Integral membrane protein 2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186048.39,0,0,0,0,0,500631.06,102461.375,0,0,0,0,1487309.8,0,0,0,0,0,285276.2
Q9Y294,ASF1A,204,Homo sapiens,Histone chaperone ASF1A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97134.17,0,0,0,0,0,0,0,0,0,0,0
Q9Y295,DRG1,367,Homo sapiens,Developmentally-regulated GTP-binding protein 1,0,0,0,0,0,136551.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1620360.5,681820.9,157800.3,839260.06,986874.5,0,600750.25,390219.97,397605.25,0,1595633.1,1189003.4,5321342.5,1123232.9,384300.62,328295.78,1674434.5,172689,579083.44
Q9Y2A7,NCKAP1,1128,Homo sapiens,Nck-associated protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1181718.5,0,0,0,0,0,0,512955.78,0,764893.06,0,896003.06,0,0,0,0,0,0
Q9Y2B0,CNPY2,182,Homo sapiens,Protein canopy homolog 2,4392257,7510385,4233134.5,2846035.8,5852926,4524352.5,2129079.5,3682938.5,4984789.5,2046456.2,4249664,4664727,4073512.2,2085956,4682750.5,4525196,4566284,6611639.5,2389903.8,5626971,9860832,1.866609E7,3689880.2,3382325,5867454,4016382.2,1206937.5,1553820.8,2949145.8,4251596,1.0189165E7,2.1369856E7,1.6082591E7,6558811,4377005,4860756.5,3195830.2,3035665.2
Q9Y2D0,CA5B,317,Homo sapiens,"Carbonic anhydrase 5B, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152546.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Y2D5,PALM2AKAP2,1103,Homo sapiens,PALM2-AKAP2 fusion protein,177744.38,1794611.9,314842.88,291068.7,358684.97,999432.25,121542.72,1894819.4,279659.22,142528.42,406390.38,0,136760.66,0,362074.28,788913.8,126966.84,1426315,464232.3,1001230.25,45492.07,329161.2,0,0,120493.37,0,0,1799749.5,463805.78,451778.62,0,3130591,155097.31,552225,0,105115.5,142473.97,0
Q9Y2E5,MAN2B2,1009,Homo sapiens,Epididymis-specific alpha-mannosidase,372496.22,0,0,0,0,0,0,0,0,0,0,0,0,0,37213.746,0,0,517821.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q9Y2H0,DLGAP4,992,Homo sapiens,Disks large-associated protein 4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359782.9,0,0,0,0,0,0,0,0,0,0,665751.56,0,0,0,0,0,0
Q9Y2H6,FNDC3A,1198,Homo sapiens,Fibronectin type-III domain-containing protein 3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1611448.5,0,0,0,0,0,134261.3,0,0,0,0,0,0,0,0,1773083.6,0,0,0
Q9Y2J2,EPB41L3,1087,Homo sapiens,Band 4.1-like protein 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0569676E7,0,0,0,0,0,0,0,0
Q9Y2J8,PADI2,665,Homo sapiens,Protein-arginine deiminase type-2,777074.6,0,0,1340557.2,0,0,1632868.9,1650455.2,2415124.8,1070360.6,4458433.5,1497869.2,2416676.5,3283796.2,781255.56,438486.34,1187559.9,2902435.5,936959.5,2889381,261927.14,0,0,0,0,1939022.5,1052478.8,7224591,0,1.6982852E7,0,0,0,2162381.8,2821761.2,0,0,0
Q9Y2L1,DIS3,958,Homo sapiens,Exosome complex exonuclease RRP44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,430565.44,1802337.5,286445.6,108106.56,0,0,334884.53,215238.36,103732.2,0,0,0,162748.03,0,0,125059.016,0,0,149898.47
Q9Y2P5,SLC27A5,690,Homo sapiens,Long-chain fatty acid transport protein 5,5583151.5,2.5226586E7,3.2205968E7,3.2668798E7,2.1845356E7,4.6954308E7,1.9543276E7,819902.9,3.0169964E7,1.363394E7,1.702702E7,7.6054264E7,5.4267616E7,8323773,1443887.6,639443.25,5.0868576E7,1954480.8,227840.56,1.3143077E7,0,9704839,3080041,945122.1,3.0322654E7,3895052,1168187.6,3977865.5,3627508,0,8.0962872E7,1987243.8,6.1712892E7,3.1974382E7,2619573.5,1204881.6,1.2471813E7,1.0511267E7
Q9Y2Q3,GSTK1,226,Homo sapiens,Glutathione S-transferase kappa 1,5.899426E7,7.8871016E7,2.7054566E7,3.2575762E7,4.3015516E7,4.1903152E7,1.7642526E7,4.6303724E7,4.3437644E7,2.1304814E7,3.2141282E7,3.8976152E7,1.9324698E7,1.4754992E7,2.5640542E7,3.68155E7,3.1734724E7,5.1956632E7,4.606842E7,8.6266912E7,7000234,2.5381966E7,2.1939246E7,4.6969944E7,8.8705232E7,2.5146886E7,2.567591E7,1.694868E7,7.8459064E7,2.7976244E7,1.04646824E8,5.9732816E7,1.63288496E8,9.7123424E7,4.2268816E7,8.9936032E7,6.434316E7,8.2710432E7
Q9Y2Q5,LAMTOR2,125,Homo sapiens,Ragulator complex protein LAMTOR2,908869.44,0,0,0,0,0,0,179477.88,0,0,0,0,0,0,126230.336,188586.92,0,147993.47,181571.47,341684.44,68556.695,251206.31,434889.28,828556.9,0,357220.56,139251.78,0,0,0,0,1310507.5,1557682.5,0,154510.16,1297367.6,0,296070.56
Q9Y2Q9,MRPS28,187,Homo sapiens,Small ribosomal subunit protein bS1m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202958.34,0,0,689645.06,189321,0,794174.5,282227.56,0,0,152474.75,226572.6,0,0,0,218690.8,1132137.4,156584.64,141183.12
Q9Y2R9,MRPS7,242,Homo sapiens,Small ribosomal subunit protein uS7m,0,750592.06,0,0,0,0,0,0,0,0,239495.88,0,0,0,0,0,0,0,342853.88,395870.06,0,0,578515.9,391470.62,0,244923,132559.03,0,0,0,0,0,0,0,316724.97,402924.9,0,0
Q9Y2S2,CRYL1,319,Homo sapiens,Lambda-crystallin homolog,2.489484E7,4.9893356E7,2.259235E7,2.801979E7,2.3295706E7,2.684453E7,1.722897E7,3.0543934E7,2.5893046E7,1.0329499E7,2.5317298E7,3.4836512E7,2.094667E7,9137402,1.95262E7,1.8098036E7,2.3872478E7,2.4718544E7,1.6235164E7,1.488685E7,2047929.8,1.7415252E7,1225530.6,2.2024808E7,2.0545818E7,6290175,4026904.5,5402213.5,1.2600692E7,129580.11,3.037152E7,2.3753972E7,5.4527772E7,1.837737E7,6423185.5,5012115,2.2874476E7,1.1326897E7
Q9Y2S7,POLDIP2,368,Homo sapiens,Polymerase delta-interacting protein 2,2225124,3584039,2209900.5,2613931.8,2194272.2,2386171.8,1155435,2798558.5,1881538.8,1039330.1,1927090.8,2686685.2,1577335.4,288594,1424229,1970867.9,1912284,3009757.2,2606934.2,2246291.5,1154366.2,3290361.5,2394726.8,260141.12,2300945.5,1073198.1,839420.2,649849.8,1492763.1,1061487.6,4616189,3174804.5,2916416.8,947267.8,1620584.2,2463340.2,2184716,2001952.5
Q9Y2T2,AP3M1,418,Homo sapiens,AP-3 complex subunit mu-1,730554.8,1936487.4,0,574171.3,424447.5,1035416.6,246778.72,340631.84,556420.75,401151.5,492014.2,569141.3,268896.47,0,375390.16,394322.16,356563.8,702789.1,310186.34,1844804.6,1553101,2252005,1070637,2659717,709131.8,1156371,368496.2,1017920.7,939511.1,2751374.2,1558382.1,4985636,5796065.5,480250.94,676326.94,2477569.8,1260426.5,1039144.9
Q9Y2T3,GDA,454,Homo sapiens,Guanine deaminase,1.1758271E7,4.0672292E7,1.2899695E7,2.0104878E7,1.1957418E7,1.115008E7,1.0623655E7,2.6889648E7,3.0392822E7,1.2957395E7,1.04123E7,1.3597659E7,1.2487968E7,6856537.5,1.359729E7,1.1634384E7,7420887,1.5975817E7,1.5765568E7,9780067,72972.4,2781549,6795452.5,7320128,1.5017084E7,0,715226.56,4919694,4824024.5,0,0,7875681,4476567,7382776.5,1.2910674E7,2091106.2,3361982.8,3250027.8
Q9Y2V2,CARHSP1,147,Homo sapiens,Calcium-regulated heat-stable protein 1,1.0164609E7,2.25019E7,6723176,8855751,9959420,9679343,3937239.2,1.7759802E7,1.4497714E7,3176847.5,6966871,8005659.5,2297834.8,1337908.8,4076328,1.30005E7,7113067.5,1.0935386E7,1.2732343E7,4585167,7266861.5,1.9539688E7,1810119.1,3071496.5,9098337,2149019.2,1355381.5,4538555,6100817,2645004.5,5627830.5,1.0223583E7,2.483787E7,3930913.5,3349525.2,2239695,7149172,4369145.5
Q9Y2W1,THRAP3,955,Homo sapiens,Thyroid hormone receptor-associated protein 3,0,268719.1,0,0,0,678370.94,103353.914,0,0,74919.375,150567.56,0,0,251411.22,0,0,0,0,0,6082091,1954266.1,2557433.8,1210280.4,256354.36,848363.3,1040251.7,319402.2,624207.94,5408169,1238955,2137310.2,1.5444629E7,2664517.5,3036980,238449.56,1445554,713014.3,1059345.1
Q9Y2W6,TDRKH,561,Homo sapiens,Tudor and KH domain-containing protein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593557.75,1742994.2,0,0,0,0,0,0,0,0,0,141530.22,0,0,0,0,0,0
Q9Y2X3,NOP58,529,Homo sapiens,Nucleolar protein 58,2610286.2,827142.75,737079.1,1004470.5,1303764.8,2178328.8,1191740.5,194468.22,0,100711.55,1157380.5,1513293.1,840587.7,800701.44,309265.94,842876.06,1055377.9,2131787,282333.6,1.1356496E7,3468013.8,2774369.8,4045340,6225423.5,2915020,3211736.2,3858957,1430079.5,271198.38,2031260,7560533.5,1.1364108E7,5084946,557465.75,4062131.5,4821023,2415183.8,2524289.2
Q9Y2X9,ZNF281,895,Homo sapiens,Zinc finger protein 281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490468.4,1689686.6,0,0,0,0,0,0,0,0,620997.75,0,0,0,0,0,0,0,0
Q9Y2Z0,SUGT1,365,Homo sapiens,Protein SGT1 homolog,3186736,2559659.8,589526.44,1418633.1,1150719.8,1557474.1,881410.3,1118413.4,1866730.5,473674.62,2171311,990200.4,1204752.9,430001.12,1681020.9,2062501.4,1599477,2258530.5,1268617.8,1705249.8,434624,764778.9,184750.77,1508529.5,2077577.2,372941.75,1238862.1,307356.06,619149.2,463121.9,2039109.8,438225.5,1845570,643680.06,634364,2136965.5,316275,641785.56
Q9Y2Z2,MTO1,717,Homo sapiens,"5-taurinomethyluridine-[tRNA] synthase subunit MTO1, mitochondrial",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197802.23,0,0
Q9Y2Z4,YARS2,477,Homo sapiens,"Tyrosine--tRNA ligase, mitochondrial",0,0,0,0,0,115691.375,0,0,0,0,0,0,0,96939.47,0,0,61866.117,0,0,1956551.1,1437938.1,2184776.5,1593650.5,355360.12,227247,626447.56,563216.9,81334.12,0,622890.3,335833.84,2249587,0,55114.824,840776,1135566.8,508289.88,419652.25
Q9Y2Z9,COQ6,468,Homo sapiens,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",117483.586,0,0,85598.08,87463.7,0,0,124817.73,0,86154.875,0,0,64788.797,0,44558.004,85646.89,0,73297.984,0,0,0,0,30623.684,0,0,0,0,0,92948.484,0,0,0,0,0,0,0,0,0
Q9Y303,AMDHD2,409,Homo sapiens,N-acetylglucosamine-6-phosphate deacetylase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94024.6,62308.664,0,0,0,0,96518.2,50350.656,115321.87,0,670210.9,0,0,0,0,0,131544.34,0,214540.17
Q9Y305,ACOT9,439,Homo sapiens,"Acyl-coenzyme A thioesterase 9, mitochondrial",2073214.5,5068519,2320898,2654635.2,2395215.5,3898487,1151990.2,2722849,2601218,1716649.9,1644280.8,2422473.5,1263022.9,737872.75,1002582.7,1114607.5,1005842.7,2145981.2,1114185.5,2369181.5,1232858,2484974,2347909.2,5387077,2768307,1305368.9,3592630,2194783.5,2746406,3256252.2,2964909.5,3578423.5,5528075,3020660.2,3508903.5,1.0719234E7,4086259.8,3528558.5
Q9Y315,DERA,318,Homo sapiens,Deoxyribose-phosphate aldolase,4914222.5,1254388.1,39647.03,623949.56,3138455,4138227,0,3526563.8,95707.01,48789.43,3911512,1267362.9,285135.53,238242.4,493903.44,706995.25,118163.43,5426519.5,1849685.2,827776.8,1458304.8,324569.6,2254545.5,1191837.2,304240.8,298017.47,134172.11,347104.53,235706.16,516256.1,596734.44,2191060.8,0,648627.8,262881.66,550047.94,1261989.2,448359.66
Q9Y316,MEMO1,297,Homo sapiens,Protein MEMO1,236463,742902.6,410082.75,504065,406693.97,441604.12,122486.17,581247.5,382155.2,319860.56,190594.08,581169.94,355565.94,253947.17,355532.7,100657.28,373970.03,579903.6,284060.97,470077.56,303784,103946.3,270943.66,0,441390.78,211400.52,1070319.5,187152.66,447217.9,314382.56,517924.88,756297,412260.66,0,278677.16,353936.7,190674.44,283673.03
Q9Y320,TMX2,296,Homo sapiens,Thioredoxin-related transmembrane protein 2,0,0,0,0,0,160611.98,0,0,0,0,0,141656.6,0,0,0,0,0,0,0,1600199,1319603,0,0,0,0,117700.4,0,118242.79,0,246814.81,526062.25,2164884.5,0,0,426267.2,154877.84,142198.98,156652.55
Q9Y333,LSM2,95,Homo sapiens,U6 snRNA-associated Sm-like protein LSm2,1405974.5,1213703.5,516594.66,160655.73,577982.4,870328.44,358198.9,403562.75,0,442411.62,786630.4,1145012,311449.22,397928.03,454616.1,1378419.2,778102.25,1395171.1,797738.4,3434388.2,1363495,2156207.8,805103.1,1342025.2,995787.1,801950.75,392165.44,1033405.5,684283.1,1101034.1,1307726.8,5732428,1946576,1247953.2,989159.5,795921.94,1063552.8,627802.2
Q9Y365,STARD10,291,Homo sapiens,START domain-containing protein 10,5903003.5,8606686,4895226,8699819,7879203,5200853.5,2831419.8,6752001.5,6378053.5,3200967,4404797,7415842.5,4413929.5,832703.4,4759561.5,3804262,3715713.5,8428442,4727987.5,2434566,854197.6,3988557,0,8462959,7901471.5,53556.492,1209778.1,432691.6,6620549,33922.758,2.11482E7,1.0155311E7,3.579432E7,6314843.5,583917.7,1253698.9,8947209,3295130.2
Q9Y371,SH3GLB1,365,Homo sapiens,Endophilin-B1,0,0,0,0,0,202731.53,0,0,0,0,0,0,0,0,0,0,0,0,0,470775.12,0,140400.62,0,326877.25,0,194121.1,0,328827.94,0,835639.75,0,1079148.5,1975786.5,0,0,751117.1,160297.34,0
Q9Y376,CAB39,341,Homo sapiens,Calcium-binding protein 39,754931.9,450573.9,135554.52,251088.03,262609.7,315263.56,141468.48,99897.16,178586.67,98881.86,268491.53,288221.22,185048.75,184586.61,188762.84,400297.6,166285.34,451027.56,293276.72,434249.97,177781.3,290178.97,312502.56,483939.53,292588.7,210086.47,124851.09,471690.8,84194.375,362534.7,363337.94,909595.94,670025.06,0,285093.94,700363.9,251927.69,241106.47
Q9Y383,LUC7L2,392,Homo sapiens,Putative RNA-binding protein Luc7-like 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1099878,460126.97,320978.8,467451.6,0,0,268004.34,255019.72,70105.78,0,733545.94,0,2166970.5,0,0,0,521767.56,0,360309.9
Q9Y394,DHRS7,339,Homo sapiens,Dehydrogenase/reductase SDR family member 7,58019.617,2396967,2479676,2910010.2,2840873.5,3618812.5,1738681.9,59154.57,2049444,1161233,1079971.6,7448929,2386452.5,1434157.2,0,0,1487514.5,0,0,1.875791E7,5179600,5569112,1638217.2,681351.3,730944.2,7744106.5,882203.2,3349175.5,1969291.2,4091220.5,5154408.5,1.2188807E7,530351,1300390,8554291,106997.26,3267905.8,6473927
Q9Y399,MRPS2,296,Homo sapiens,Small ribosomal subunit protein uS2m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156837.7,0,66952.125,227987.05,120848.35,0,0,62250.68,0,0,112273.08,0,296510.97,0,0,125405.484,232695.45,0,88955.375
Q9Y3A5,SBDS,250,Homo sapiens,Ribosome maturation protein SBDS,2174595.5,2499911.8,1005657.4,826415.4,1177009.6,1352287.6,98735.08,257309.34,1091897.6,676445.44,882484.4,1720267.6,435015.2,0,538516.6,1081214.6,915301.2,2033808.2,1298114,3461149.2,977251.9,156547.1,1895285,1077263.6,2037696.2,1239422.8,467728.16,1650418.6,759601.6,2352223,1381023.9,1795451.8,5895522.5,2006541.8,3075230.8,2026807,2131813.2,2115635
Q9Y3A6,TMED5,229,Homo sapiens,Transmembrane emp24 domain-containing protein 5,398449.72,592273,353337.3,299145.7,513633.06,877071.8,279622.94,48898.863,194289.31,89719.15,281120,1006619.9,244322.47,169860.31,0,124992.56,875127.9,40616.12,0,2240405.8,0,1719503.8,167868.11,293128.34,538754.7,351230.1,142065.25,318439.75,0,738470.6,1774752.9,2613439.5,454692.62,378035.25,227648.17,316394.62,158093.94,1734025.8
Q9Y3B3,TMED7,224,Homo sapiens,Transmembrane emp24 domain-containing protein 7,1367091,3631454.8,465519.8,884234.9,2124065,1014912.25,882029.6,1080050,1338648.4,573124.75,1467105.9,1227347.4,721662.25,276586.94,356711.56,695930.3,865689,740585.9,227640.44,4715487,3449577.5,7676292.5,399053.34,2632033.2,3367897.2,2612841,1116870.4,1072888.6,997200.9,568590.56,6587207.5,1.20604E7,4248043.5,484104.38,569742.6,1455144.1,1474161,2600197
Q9Y3B4,SF3B6,125,Homo sapiens,Splicing factor 3B subunit 6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670612.1,0,0,0,0,0,0,0,0,567447.9,0,694042.2,0,0,0,0,0,0
